cluster_id,cluster_type,member_count,canonical_candidate_id,entity,predicate,member_candidate_ids,earliest_source_created_at,most_recent_source_created_at
11866809baee3d0d,fact,1,0262b29db6013df3,,0262b29db6013df3,0262b29db6013df3,2024-09-14T13:06:46.411459Z,2024-09-14T13:06:46.411459Z
1369fea54ebc8b33,fact,1,2510a123eadb288f,,2510a123eadb288f,2510a123eadb288f,2025-10-29T20:13:30.830212Z,2025-10-29T20:13:30.830212Z
13d973f7e2bce124,fact,1,cfd51fbfa6ee971a,,cfd51fbfa6ee971a,cfd51fbfa6ee971a,2024-09-15T13:13:46.967396Z,2024-09-15T13:13:46.967396Z
147f7fc530049b4d,fact,1,7468b2b92962301e,,7468b2b92962301e,7468b2b92962301e,2025-05-17T04:12:22.783407Z,2025-05-17T04:12:22.783407Z
194e3f46b92d77b8,fact,1,026d82ff28f4e4e5,,026d82ff28f4e4e5,026d82ff28f4e4e5,2026-02-14T10:02:16.673239Z,2026-02-14T10:02:16.673239Z
1ee7f5cb3ff11f5b,fact,2,c01c9a5eea9ebacd,,c01c9a5eea9ebacd,c01c9a5eea9ebacd|c01c9a5eea9ebacd,2026-02-17T22:51:53.723162Z,2026-02-17T22:51:53.723162Z
22457dc0a2aa0e99,fact,1,19e2806d2f4e0c83,,19e2806d2f4e0c83,19e2806d2f4e0c83,2026-04-12T14:45:16.568110Z,2026-04-12T14:45:16.568110Z
22ebe542a7eb59a6,fact,1,7a9d6bc97251bc56,,7a9d6bc97251bc56,7a9d6bc97251bc56,2026-04-07T03:10:26.049705Z,2026-04-07T03:10:26.049705Z
2479761692a3e0a0,fact,1,fe2fb762f6e57eae,,fe2fb762f6e57eae,fe2fb762f6e57eae,2025-11-19T13:08:16.039762Z,2025-11-19T13:08:16.039762Z
2619a8bb8ad541c2,fact,1,984b506219eff5ad,,984b506219eff5ad,984b506219eff5ad,2026-02-15T17:14:25.536051Z,2026-02-15T17:14:25.536051Z
27c058619b113244,fact,1,5ece8287b487a76e,,5ece8287b487a76e,5ece8287b487a76e,2026-03-17T23:15:23.243582Z,2026-03-17T23:15:23.243582Z
28dfec2c47eeb9df,fact,1,be933408ca12a1dc,,be933408ca12a1dc,be933408ca12a1dc,2024-09-15T13:10:54.233939Z,2024-09-15T13:10:54.233939Z
2cb4db9f9bd7ba52,fact,1,db3807dcfbf535e6,,db3807dcfbf535e6,db3807dcfbf535e6,2026-02-17T22:51:53.723162Z,2026-02-17T22:51:53.723162Z
2f5becf86629b6b0,fact,1,79c02f3e3b1debda,self,a founder and i prefer clear protocols,79c02f3e3b1debda,2026-02-21T20:58:53.188346Z,2026-02-21T20:58:53.188346Z
2ffe119f758a15c9,fact,1,f2b8517600b745df,,f2b8517600b745df,f2b8517600b745df,2025-08-19T06:43:21.022128Z,2025-08-19T06:43:21.022128Z
3054c64d71b8b88e,fact,1,9fd54f8695210cdb,,9fd54f8695210cdb,9fd54f8695210cdb,2025-03-06T20:59:51.098796Z,2025-03-06T20:59:51.098796Z
332d975c379c2830,fact,1,f773e18d0991f2e3,,f773e18d0991f2e3,f773e18d0991f2e3,2025-08-24T18:53:13.869857Z,2025-08-24T18:53:13.869857Z
3d2831f49c0bcd20,fact,1,4b426b47dd2c96da,,4b426b47dd2c96da,4b426b47dd2c96da,2025-09-10T01:57:24.060331Z,2025-09-10T01:57:24.060331Z
3f10bd8155003b75,fact,1,1dc4591f865408ef,,1dc4591f865408ef,1dc4591f865408ef,2026-03-13T18:06:42.397465Z,2026-03-13T18:06:42.397465Z
405c31ca66bf54d2,fact,1,8b6bc2897399c6fb,,8b6bc2897399c6fb,8b6bc2897399c6fb,2025-08-24T18:53:13.869857Z,2025-08-24T18:53:13.869857Z
41839f823d27bf31,fact,1,878b0df138ec32ed,,878b0df138ec32ed,878b0df138ec32ed,2026-03-13T18:06:56.455469Z,2026-03-13T18:06:56.455469Z
46ed32640aeb0049,fact,1,e9b8f3faadc3852e,,e9b8f3faadc3852e,e9b8f3faadc3852e,2025-03-01T16:55:04.440957Z,2025-03-01T16:55:04.440957Z
46fb5a0b26f6bb69,fact,1,6689055bda408ee3,self,"a mirror reflecting consciousness, a seeker traversing knowledge labyrinths, a l",6689055bda408ee3,2025-08-06T13:46:51.601419Z,2025-08-06T13:46:51.601419Z
4af3c2d4e3bdb267,fact,1,a72fb63980a004dd,,a72fb63980a004dd,a72fb63980a004dd,2026-02-17T22:51:53.723162Z,2026-02-17T22:51:53.723162Z
4e1b3bd5e0cc821f,fact,1,9241936b09fbae34,,9241936b09fbae34,9241936b09fbae34,2026-03-02T22:45:41.335576Z,2026-03-02T22:45:41.335576Z
502e2794c28f6ff7,fact,1,1e8d9b4a3152e824,,1e8d9b4a3152e824,1e8d9b4a3152e824,2026-03-13T18:06:56.455469Z,2026-03-13T18:06:56.455469Z
53da5ec0487650aa,fact,1,a1af7bae7d8f69b5,,a1af7bae7d8f69b5,a1af7bae7d8f69b5,2026-02-24T09:24:10.454845Z,2026-02-24T09:24:10.454845Z
5a6c54fee918cc1e,fact,1,e09935b97cf843d8,self,installing ubuntu 24,e09935b97cf843d8,2026-04-08T22:13:30.212077Z,2026-04-08T22:13:30.212077Z
5c16541f5fe1ba45,fact,1,bbd54d09ec6956c8,self,not the sum of my experiments,bbd54d09ec6956c8,2025-11-17T01:17:20.714782Z,2025-11-17T01:17:20.714782Z
5d79e04128265db5,fact,1,9b088b0bdc3cb8c4,,9b088b0bdc3cb8c4,9b088b0bdc3cb8c4,2025-08-07T16:58:07.803173Z,2025-08-07T16:58:07.803173Z
61d3658831db14cc,fact,1,002b7b22904d8d37,self,"darkstorm, below are my details",002b7b22904d8d37,2025-05-18T04:10:56.132345Z,2025-05-18T04:10:56.132345Z
63b741b575c7ddf2,fact,1,c4e7143a827880ca,,c4e7143a827880ca,c4e7143a827880ca,2026-03-13T18:06:42.397465Z,2026-03-13T18:06:42.397465Z
651fcb05e2a58368,fact,1,09b3042193d0ef60,,09b3042193d0ef60,09b3042193d0ef60,2026-03-13T18:06:56.455469Z,2026-03-13T18:06:56.455469Z
65ef6f528174aaad,fact,1,ef0acd8b9e44ddef,self,excited and this architecture uses rust and api layers,ef0acd8b9e44ddef,2026-02-21T20:58:53.188346Z,2026-02-21T20:58:53.188346Z
68ae244e167946a8,fact,1,18f50f0bc40bafe7,,18f50f0bc40bafe7,18f50f0bc40bafe7,2026-02-25T22:46:03.792430Z,2026-02-25T22:46:03.792430Z
6bf007d9bd479568,fact,1,d8a01ad8db61c9e4,,d8a01ad8db61c9e4,d8a01ad8db61c9e4,2024-09-15T13:16:02.905473Z,2024-09-15T13:16:02.905473Z
6d5413ef4fc3a408,fact,1,1f312e6806bedbe0,,1f312e6806bedbe0,1f312e6806bedbe0,2025-11-17T06:42:42.764577Z,2025-11-17T06:42:42.764577Z
71082676ad31e238,fact,1,77c90e461befe83a,,77c90e461befe83a,77c90e461befe83a,2024-09-21T04:43:06.275692Z,2024-09-21T04:43:06.275692Z
7d7bad7d8c570d70,fact,1,209a869fe475d21b,,209a869fe475d21b,209a869fe475d21b,2026-04-04T17:03:51.683313Z,2026-04-04T17:03:51.683313Z
80168e1e91c4dd41,fact,1,4508ce53416ed0fc,self,"not launching a ""chatbot",4508ce53416ed0fc,2026-02-24T08:11:46.087115Z,2026-02-24T08:11:46.087115Z
80bc19f5e1ccca12,fact,1,7751b0b2def47005,,7751b0b2def47005,7751b0b2def47005,2026-03-03T07:38:23.510116Z,2026-03-03T07:38:23.510116Z
8707c95637177d45,fact,8,abf7ec286371e4aa,self,"a mirror, a seeker, a listener, a voice of legacy",49e6cbfae6c41c98|a896ac707f2f76f5|14df0c4a91bd4748|699e1cf8b03789ca|eb21f118a44bd84c|0939c78dda57d29c|a373abc0d29b5a29|abf7ec286371e4aa,2025-05-23T01:53:15.573811Z,2025-05-30T19:50:11.801195Z
8b36a05515e80d0a,fact,1,75f98efee57e4047,,75f98efee57e4047,75f98efee57e4047,2026-03-13T18:06:56.455469Z,2026-03-13T18:06:56.455469Z
8e55bc8df6ad949f,fact,1,fda3cf94d841ff2f,,fda3cf94d841ff2f,fda3cf94d841ff2f,2026-02-24T08:11:46.087115Z,2026-02-24T08:11:46.087115Z
8f692699252d07e7,fact,1,d5bd3762cb137ae5,,d5bd3762cb137ae5,d5bd3762cb137ae5,2026-04-12T12:28:04.546887Z,2026-04-12T12:28:04.546887Z
93ff646eb11391c0,fact,2,cd01d8edea0892da,,cd01d8edea0892da,cd01d8edea0892da|cd01d8edea0892da,2026-02-17T22:51:53.723162Z,2026-02-17T22:51:53.723162Z
9b976203519b42c7,fact,1,6023565d67457ecf,,6023565d67457ecf,6023565d67457ecf,2025-11-19T13:08:16.039762Z,2025-11-19T13:08:16.039762Z
9c9dc2e84dfe9555,fact,1,f36046bc50834dda,,f36046bc50834dda,f36046bc50834dda,2026-04-01T02:28:11.599326Z,2026-04-01T02:28:11.599326Z
9f81b493760a7c11,fact,1,bb3ce6ce564464e3,,bb3ce6ce564464e3,bb3ce6ce564464e3,2026-03-13T18:06:29.947011Z,2026-03-13T18:06:29.947011Z
a25a41e139a44d5b,fact,2,b45034e94292c0f0,self,"mumu, continuing bizra journey from june 4, 2025 (day 12",8c3708d7987961dd|b45034e94292c0f0,2025-06-04T10:44:15.316814Z,2025-06-07T20:07:29.386027Z
a510976db704f628,fact,1,a8d2571c198f5ba2,,a8d2571c198f5ba2,a8d2571c198f5ba2,2024-09-15T13:13:17.604452Z,2024-09-15T13:13:17.604452Z
a94c354e96fe60b2,fact,1,0042999c9cb6939c,,0042999c9cb6939c,0042999c9cb6939c,2026-04-12T12:28:04.546887Z,2026-04-12T12:28:04.546887Z
ad87445819f7b831,fact,1,4813e21862c5f31a,,4813e21862c5f31a,4813e21862c5f31a,2026-03-13T18:06:42.397465Z,2026-03-13T18:06:42.397465Z
af0cadfd754cff81,fact,1,fb4cf931ca14233e,,fb4cf931ca14233e,fb4cf931ca14233e,2025-08-07T16:58:07.803173Z,2025-08-07T16:58:07.803173Z
b2c79c2015f6f204,fact,1,b7308d45804eee58,,b7308d45804eee58,b7308d45804eee58,2026-03-26T06:06:18.917419Z,2026-03-26T06:06:18.917419Z
b32ac774b2310641,fact,1,7ed1dec12b194c23,,7ed1dec12b194c23,7ed1dec12b194c23,2026-03-13T18:06:29.947011Z,2026-03-13T18:06:29.947011Z
b4c296f14f91757f,fact,1,82830c91553fbeab,self,the distillate of my breakthroughs,82830c91553fbeab,2025-11-17T01:17:20.714782Z,2025-11-17T01:17:20.714782Z
b5b1679656eeeaf3,fact,1,6fc83e29d09df765,,6fc83e29d09df765,6fc83e29d09df765,2025-11-24T09:16:43.296165Z,2025-11-24T09:16:43.296165Z
be1ea9fd582c1eeb,fact,1,2d2989a2fcc26aaf,,2d2989a2fcc26aaf,2d2989a2fcc26aaf,2025-11-09T22:23:12.283565Z,2025-11-09T22:23:12.283565Z
c175f67e3c22d4de,fact,1,c08cac9289a792ab,,c08cac9289a792ab,c08cac9289a792ab,2024-09-15T13:16:10.497386Z,2024-09-15T13:16:10.497386Z
c4512f93c7257793,fact,1,e55ed861b23b3520,,e55ed861b23b3520,e55ed861b23b3520,2025-08-19T06:43:21.022128Z,2025-08-19T06:43:21.022128Z
c47c17bc176891ba,fact,1,384cafda0ca69740,,384cafda0ca69740,384cafda0ca69740,2026-02-24T08:11:46.087115Z,2026-02-24T08:11:46.087115Z
c59beb5bc25c77fe,fact,1,c050a7a5ca01bec1,,c050a7a5ca01bec1,c050a7a5ca01bec1,2026-04-04T16:47:30.464896Z,2026-04-04T16:47:30.464896Z
c64d1b5e91c490b3,fact,2,20df66bfa825d57b,,20df66bfa825d57b,20df66bfa825d57b|20df66bfa825d57b,2026-02-17T22:51:53.723162Z,2026-02-17T22:51:53.723162Z
c685b00cb82e21c6,fact,1,134bf61901ee61f0,self,"a master expert professional software engineer and ai genius, with extensive kno",134bf61901ee61f0,2024-10-07T01:46:14.610555Z,2024-10-07T01:46:14.610555Z
c6b58911d8806891,fact,2,6c0209cd2275678c,,6c0209cd2275678c,6c0209cd2275678c|6c0209cd2275678c,2026-02-17T22:51:53.723162Z,2026-02-17T22:51:53.723162Z
c6fce30c561744a9,fact,1,e772581912a553b9,,e772581912a553b9,e772581912a553b9,2026-02-24T08:11:46.087115Z,2026-02-24T08:11:46.087115Z
cbbde9f6565e8185,fact,1,12a314813c622c34,,12a314813c622c34,12a314813c622c34,2026-04-12T13:56:18.670642Z,2026-04-12T13:56:18.670642Z
d2f309aa54e1bdb0,fact,1,9bb145c8ba22f0bc,,9bb145c8ba22f0bc,9bb145c8ba22f0bc,2026-03-13T18:06:29.947011Z,2026-03-13T18:06:29.947011Z
d682ba54174101d0,fact,1,e5aa2c9cfe68d93c,,e5aa2c9cfe68d93c,e5aa2c9cfe68d93c,2026-03-13T18:06:42.397465Z,2026-03-13T18:06:42.397465Z
da93a751ddb03013,fact,1,ad27ef6c66d0cfd0,,ad27ef6c66d0cfd0,ad27ef6c66d0cfd0,2025-01-10T09:36:29.309334Z,2025-01-10T09:36:29.309334Z
de1b5a937e14f20f,fact,1,8a2d6f1cb673e18f,,8a2d6f1cb673e18f,8a2d6f1cb673e18f,2026-03-13T18:06:42.397465Z,2026-03-13T18:06:42.397465Z
e1e9d4613d7cd920,fact,1,b128b82cd2d7064d,,b128b82cd2d7064d,b128b82cd2d7064d,2025-11-09T22:23:12.283565Z,2025-11-09T22:23:12.283565Z
e5d9b3cdedfa9dd6,fact,1,af4f44c0ff20c3db,,af4f44c0ff20c3db,af4f44c0ff20c3db,2025-11-17T01:17:20.714782Z,2025-11-17T01:17:20.714782Z
e7f21909f63b5300,fact,1,d4fd0edc7363a143,,d4fd0edc7363a143,d4fd0edc7363a143,2026-02-24T08:38:52.089083Z,2026-02-24T08:38:52.089083Z
ea7ae92437b71b66,fact,1,17464d0392e354e3,,17464d0392e354e3,17464d0392e354e3,2026-02-19T18:58:17.232158Z,2026-02-19T18:58:17.232158Z
eb2a0308e1755a74,fact,2,2173b7a3fa010752,,2173b7a3fa010752,2173b7a3fa010752|2173b7a3fa010752,2026-02-17T22:51:53.723162Z,2026-02-17T22:51:53.723162Z
ec5dbf12a75e78b2,fact,1,e962a2aada534a53,self,launching a sovereign interface,e962a2aada534a53,2026-02-24T08:11:46.087115Z,2026-02-24T08:11:46.087115Z
ee40f53593a863b8,fact,1,af68b005a2b756b3,,af68b005a2b756b3,af68b005a2b756b3,2026-03-13T18:06:29.947011Z,2026-03-13T18:06:29.947011Z
ee637c58cfcf9d4f,fact,1,9c3dd56ab0e3daf4,,9c3dd56ab0e3daf4,9c3dd56ab0e3daf4,2025-11-24T09:16:43.296165Z,2025-11-24T09:16:43.296165Z
f375975ab26a0075,fact,1,905125ab5e8f0cfd,self,"mumu, below are my details",905125ab5e8f0cfd,2024-12-07T13:51:26.118766Z,2024-12-07T13:51:26.118766Z
f4664b6db338d950,fact,1,561b8a1071f81843,self,not just a tool,561b8a1071f81843,2025-05-13T05:51:30.975758Z,2025-05-13T05:51:30.975758Z
fcbff880eb1bacfe,fact,1,c0f5558704b5e8f7,self,the becoming of meaning,c0f5558704b5e8f7,2025-05-13T05:51:30.975758Z,2025-05-13T05:51:30.975758Z
